"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
20424,"Peter Pal","peter18@adventure-works.com","1 (11) 500 555-0199","30.01000"
6565,"Ryan Foster","ryan19@adventure-works.com","961-555-0133","30.01000"
13488,"Colin Luo","colin29@adventure-works.com","1 (11) 500 555-0170","30.01000"
8477,"Mariah Richardson","mariah34@adventure-works.com","691-555-0171","30.01000"
9419,"Gilbert Jai","gilbert32@adventure-works.com","1 (11) 500 555-0158","30.01000"
16572,"Kara Nath","kara16@adventure-works.com","1 (11) 500 555-0195","30.01000"
8220,"Dominic Vance","dominic5@adventure-works.com","1 (11) 500 555-0123","30.01000"
6721,"Theodore Diaz","theodore3@adventure-works.com","690-555-0189","30.01000"
11299,"Grace Jones","grace2@adventure-works.com","388-555-0168","30.01000"
15313,"Jillian Saunders","jillian11@adventure-works.com","1 (11) 500 555-0119","30.01000"
4480,"Dalton Clark","dalton18@adventure-works.com","388-555-0195","30.01000"
18474,"Tyler Johnson","tyler4@adventure-works.com","723-555-0125","30.01000"
18997,"Veronica Martinez","veronica19@adventure-works.com","114-555-0170","30.01000"
20254,"Chloe Richardson","chloe55@adventure-works.com","890-555-0130","30.01000"
8115,"Franklin Shen","franklin20@adventure-works.com","1 (11) 500 555-0188","30.01000"
7979,"Alexa Kelly","alexa2@adventure-works.com","1 (11) 500 555-0184","30.01000"
16779,"Isaiah Scott","isaiah39@adventure-works.com","926-555-0181","30.01000"
20138,"Alyssa Ward","alyssa39@adventure-works.com","1 (11) 500 555-0196","30.01000"
15744,"Billy Alonso","billy10@adventure-works.com","1 (11) 500 555-0198","30.01000"
6366,"Jacquelyn Serrano","jacquelyn17@adventure-works.com","1 (11) 500 555-0115","30.01000"
2431,"Lisa Ma","lisa19@adventure-works.com","1 (11) 500 555-0160","30.01000"
14361,"Charles Torres","charles52@adventure-works.com","202-555-0114","30.01000"
7557,"Carla Mehta","carla16@adventure-works.com","1 (11) 500 555-0132","30.01000"
5340,"Jackson Washington","jackson15@adventure-works.com","644-555-0115","30.01000"
6262,"Daisy Sanz","daisy15@adventure-works.com","1 (11) 500 555-0166","30.01000"
5815,"Kevin Alexander","kevin21@adventure-works.com","915-555-0172","30.01000"
12233,"Dawn Chander","dawn40@adventure-works.com","1 (11) 500 555-0160","30.01000"
12491,"Sarah Lewis","sarah23@adventure-works.com","417-555-0178","30.01000"
8130,"Melanie Hughes","melanie27@adventure-works.com","909-555-0153","30.01000"
17908,"Dennis Xu","dennis13@adventure-works.com","1 (11) 500 555-0116","30.01000"
3854,"Marco Vance","marco4@adventure-works.com","1 (11) 500 555-0163","30.00000"
18863,"Andrew Smith","andrew9@adventure-works.com","194-555-0177","30.00000"
13422,"Colin Chen","colin2@adventure-works.com","1 (11) 500 555-0119","29.99000"
2447,"Jamie Lin","jamie10@adventure-works.com","1 (11) 500 555-0152","29.99000"
10728,"Alexandra Thompson","alexandra79@adventure-works.com","557-555-0127","29.99000"
15663,"Jonathan Edwards","jonathan31@adventure-works.com","703-555-0127","29.99000"
6413,"Ramon Zhou","ramon8@adventure-works.com","1 (11) 500 555-0164","29.99000"
13420,"Colin Wang","colin1@adventure-works.com","1 (11) 500 555-0182","29.99000"
14210,"Marcus Kelly","marcus76@adventure-works.com","1 (11) 500 555-0118","29.99000"
6033,"Samuel Jai","samuel29@adventure-works.com","441-555-0132","29.99000"
11074,"Joe Carlson","joe42@adventure-works.com","1 (11) 500 555-0123","29.99000"
17051,"Mason Hernandez","mason41@adventure-works.com","1 (11) 500 555-0114","29.99000"
10683,"Kristi Vance","kristi20@adventure-works.com","1 (11) 500 555-0113","29.99000"
18817,"Matthew Williams","matthew8@adventure-works.com","524-555-0161","29.99000"
14208,"Richard Kelly","richard82@adventure-works.com","1 (11) 500 555-0148","29.98000"
17757,"Susan Ye","susan19@adventure-works.com","268-555-0189","29.98000"
9191,"Calvin Goel","calvin18@adventure-works.com","1 (11) 500 555-0168","29.98000"
15696,"Marc Ferrier","marc12@adventure-works.com","1 (11) 500 555-0118","29.98000"
3261,"Maria Ross","maria27@adventure-works.com","669-555-0171","29.98000"
16124,"Kristopher Perez","kristopher20@adventure-works.com","1 (11) 500 555-0183","29.98000"
17632,"Cameron Brown","cameron45@adventure-works.com","1 (11) 500 555-0131","29.98000"
14395,"Alex Peterson","alex8@adventure-works.com","670-555-0124","29.96000"
11213,"Ruben Sara","ruben11@adventure-works.com","1 (11) 500 555-0199","29.94000"
16325,"Jose Nelson","jose45@adventure-works.com","733-555-0123","29.84000"
15890,"Johnathan Arthur","johnathan8@adventure-works.com","1 (11) 500 555-0185","29.68000"
12750,"Omar Shan","omar30@adventure-works.com","1 (11) 500 555-0195","29.50000"
7806,"Sergio Weber","sergio4@adventure-works.com","1 (11) 500 555-0178","29.50000"
5441,"Eugene Zhang","eugene4@adventure-works.com","1 (11) 500 555-0168","29.49000"
14463,"Carlos Gray","carlos7@adventure-works.com","252-555-0175","29.49000"
4824,"Lucas Baker","lucas48@adventure-works.com","787-555-0141","29.49000"
8470,"Kimberly Richardson","kimberly13@adventure-works.com","116-555-0182","29.49000"
6709,"Benjamin Long","benjamin10@adventure-works.com","255-555-0162","29.49000"
8713,"Melissa Morgan","melissa35@adventure-works.com","1 (11) 500 555-0144","29.48000"
10564,"Kari Blanco","kari36@adventure-works.com","1 (11) 500 555-0126","29.48000"
10824,"Katherine Harris","katherine84@adventure-works.com","157-555-0177","29.43000"
2477,"Erica Huang","erica5@adventure-works.com","618-555-0157","29.34000"
12638,"Nuan Yuan","nuan4@adventure-works.com","1 (11) 500 555-0148","29.32000"
7676,"Angela Gonzales","angela20@adventure-works.com","671-555-0144","29.32000"
10160,"Sophia Scott","sophia13@adventure-works.com","239-555-0185","29.32000"
3554,"Taylor Cooper","taylor11@adventure-works.com","780-555-0156","29.32000"
9934,"Carolyn Van","carolyn4@adventure-works.com","357-555-0191","29.32000"
6924,"Brandon Hayes","brandon19@adventure-works.com","872-555-0124","29.32000"
6598,"Alberto Martin","alberto1@adventure-works.com","1 (11) 500 555-0187","29.32000"
2961,"Katherine Jenkins","katherine32@adventure-works.com","428-555-0132","29.32000"
9942,"Hailey Carter","hailey51@adventure-works.com","302-555-0198","29.32000"
5659,"Jose Gonzales","jose11@adventure-works.com","407-555-0164","29.31000"
19429,"Victoria Wood","victoria50@adventure-works.com","656-555-0132","29.01000"
17914,"Dennis Gao","dennis16@adventure-works.com","1 (11) 500 555-0169","29.01000"
3402,"Joan James","joan3@adventure-works.com","784-555-0113","29.01000"
8657,"Mariah Ward","mariah37@adventure-works.com","403-555-0156","29.01000"
3988,"Jeremy Wilson","jeremy1@adventure-works.com","179-555-0174","28.99000"
19493,"Brett Van","brett3@adventure-works.com","1 (11) 500 555-0151","28.99000"
19908,"Nicole Cooper","nicole35@adventure-works.com","236-555-0198","28.99000"
7214,"Brittany Diaz","brittany20@adventure-works.com","753-555-0176","28.99000"
15582,"Ricky Jimenez","ricky5@adventure-works.com","291-555-0134","28.99000"
3372,"Haley Sanchez","haley1@adventure-works.com","688-555-0130","28.99000"
19648,"Cassandra Sanchez","cassandra21@adventure-works.com","1 (11) 500 555-0146","28.99000"
16358,"Adam Nelson","adam40@adventure-works.com","680-555-0153","28.99000"
16699,"Angel Adams","angel37@adventure-works.com","467-555-0126","28.99000"
16919,"Jonathan Young","jonathan47@adventure-works.com","192-555-0178","28.99000"
12055,"Abigail Martin","abigail55@adventure-works.com","896-555-0194","28.99000"
4244,"Terrence Tang","terrence4@adventure-works.com","1 (11) 500 555-0159","28.98000"
12682,"Omar Yang","omar5@adventure-works.com","1 (11) 500 555-0115","28.98000"
17979,"Ryan Brown","ryan43@adventure-works.com","539-555-0198","28.98000"
7848,"Sergio Rodriguez","sergio20@adventure-works.com","1 (11) 500 555-0119","28.98000"
10703,"Kristi Subram","kristi30@adventure-works.com","1 (11) 500 555-0119","28.97000"
11564,"Chloe Smith","chloe34@adventure-works.com","375-555-0146","28.95000"
19842,"Lindsay Chander","lindsay16@adventure-works.com","1 (11) 500 555-0119","28.81000"
16111,"Kristopher Subram","kristopher11@adventure-works.com","1 (11) 500 555-0189","28.64000"
18911,"Joseph Williams","joseph8@adventure-works.com","247-555-0112","28.64000"
4465,"Dalton Moore","dalton7@adventure-works.com","218-555-0142","28.64000"
19442,"Victoria Jenkins","victoria54@adventure-works.com","593-555-0160","28.61000"
5742,"Kyle Perry","kyle3@adventure-works.com","657-555-0140","28.61000"
17197,"Noah Jackson","noah52@adventure-works.com","765-555-0191","28.61000"
20433,"Peter Nath","peter23@adventure-works.com","1 (11) 500 555-0160","28.61000"
15342,"Lucas Morris","lucas89@adventure-works.com","1 (11) 500 555-0188","28.61000"
11079,"Jennifer Johnson","jennifer29@adventure-works.com","292-555-0191","28.61000"
8181,"Catherine Peterson","catherine5@adventure-works.com","588-555-0128","28.61000"
9248,"Drew Raji","drew22@adventure-works.com","547-555-0132","28.61000"
16137,"Jesse Phillips","jesse30@adventure-works.com","638-555-0148","28.61000"
14160,"Sabrina Hernandez","sabrina1@adventure-works.com","132-555-0142","28.61000"
8064,"Franklin She","franklin19@adventure-works.com","180-555-0155","28.61000"
13317,"Julian Bennett","julian2@adventure-works.com","127-555-0166","28.61000"
15330,"Adrian Morris","adrian19@adventure-works.com","1 (11) 500 555-0146","28.61000"
17082,"Jonathan King","jonathan49@adventure-works.com","801-555-0140","28.61000"
17387,"Austin Martin","austin30@adventure-works.com","864-555-0155","28.61000"
19265,"Brianna Butler","brianna59@adventure-works.com","597-555-0147","28.61000"
8218,"Arianna Peterson","arianna26@adventure-works.com","738-555-0113","28.61000"
4473,"Dalton Martin","dalton13@adventure-works.com","1 (11) 500 555-0172","28.61000"
6652,"David Henderson","david37@adventure-works.com","138-555-0151","28.61000"
12706,"Omar Gao","omar14@adventure-works.com","919-555-0152","28.61000"
17458,"Logan Hall","logan49@adventure-works.com","288-555-0173","28.61000"
16674,"Alison Raji","alison22@adventure-works.com","767-555-0184","28.61000"
8998,"Allison Morris","allison18@adventure-works.com","140-555-0158","28.61000"
9581,"Jennifer Turner","jennifer7@adventure-works.com","282-555-0119","28.61000"
15398,"Candace Patel","candace2@adventure-works.com","1 (11) 500 555-0152","28.61000"
4108,"Miguel Young","miguel25@adventure-works.com","123-555-0179","28.61000"
15533,"Pamela Vance","pamela7@adventure-works.com","1 (11) 500 555-0151","28.61000"
20659,"Dwayne Suarez","dwayne17@adventure-works.com","451-555-0199","28.61000"
10317,"Julia Baker","julia13@adventure-works.com","126-555-0140","28.61000"
5551,"Jessie Zeng","jessie28@adventure-works.com","466-555-0118","28.61000"
4729,"Ian Lee","ian20@adventure-works.com","328-555-0164","28.57000"
3176,"Hailey Sanders","hailey20@adventure-works.com","685-555-0184","28.57000"
12887,"Tristan Alexander","tristan19@adventure-works.com","1 (11) 500 555-0124","28.49000"
13990,"Seth Griffin","seth69@adventure-works.com","487-555-0197","28.47000"
7536,"Franklin Zhang","franklin0@adventure-works.com","1 (11) 500 555-0162","28.32000"
8058,"Trinity Sanders","trinity3@adventure-works.com","245-555-0135","28.32000"
17828,"Dana Vazquez","dana7@adventure-works.com","1 (11) 500 555-0152","28.32000"
11154,"Roy Jimenez","roy26@adventure-works.com","1 (11) 500 555-0131","28.32000"
9021,"Michele Dominguez","michele46@adventure-works.com","644-555-0186","28.32000"
14922,"Lucas Cook","lucas84@adventure-works.com","1 (11) 500 555-0125","28.32000"
9229,"Katelyn Morgan","katelyn21@adventure-works.com","607-555-0179","28.32000"
3501,"Karla Sharma","karla10@adventure-works.com","1 (11) 500 555-0184","28.32000"
17149,"Mitchell Carson","mitchell13@adventure-works.com","1 (11) 500 555-0163","28.28000"
9447,"Kaylee Stewart","kaylee23@adventure-works.com","517-555-0114","28.08000"
4124,"Miguel Carter","miguel36@adventure-works.com","1 (11) 500 555-0113","27.99000"
6727,"Benjamin Russell","benjamin21@adventure-works.com","810-555-0131","27.97000"
11818,"Victoria Thompson","victoria16@adventure-works.com","150-555-0158","27.97000"
2448,"Jamie Zhou","jamie11@adventure-works.com","1 (11) 500 555-0169","27.97000"
18576,"Kathleen Torres","kathleen14@adventure-works.com","139-555-0176","27.97000"
16479,"Misty Chander","misty17@adventure-works.com","1 (11) 500 555-0145","27.97000"
4432,"Xavier Gonzalez","xavier31@adventure-works.com","544-555-0195","27.97000"
9469,"Makayla Stewart","makayla18@adventure-works.com","286-555-0118","27.97000"
10702,"Alexandra Jones","alexandra66@adventure-works.com","642-555-0111","27.97000"
13546,"Miguel Henderson","miguel51@adventure-works.com","218-555-0176","27.97000"
15164,"Garrett Bailey","garrett20@adventure-works.com","1 (11) 500 555-0182","27.97000"
7776,"Paige Henderson","paige5@adventure-works.com","1 (11) 500 555-0181","27.97000"
8450,"Tonya Xu","tonya5@adventure-works.com","1 (11) 500 555-0176","27.97000"
15969,"Luke Roberts","luke35@adventure-works.com","533-555-0118","27.97000"
18685,"Jacob Miller","jacob6@adventure-works.com","1 (11) 500 555-0177","27.97000"
8900,"Allison Rivera","allison16@adventure-works.com","187-555-0150","27.95000"
16753,"Martin Subram","martin18@adventure-works.com","1 (11) 500 555-0135","27.70000"
8267,"Geoffrey Kapoor","geoffrey1@adventure-works.com","1 (11) 500 555-0116","27.70000"
6874,"Clarence Guo","clarence10@adventure-works.com","1 (11) 500 555-0189","27.70000"
11647,"Pedro Madan","pedro8@adventure-works.com","702-555-0192","27.70000"
19070,"Lauren Russell","lauren66@adventure-works.com","161-555-0118","27.70000"
12251,"Emily Garcia","emily17@adventure-works.com","300-555-0122","27.70000"
19011,"Gary Gomez","gary11@adventure-works.com","1 (11) 500 555-0117","27.70000"
13829,"Linda Ramos","linda32@adventure-works.com","1 (11) 500 555-0123","27.70000"
10978,"Natalie Young","natalie67@adventure-works.com","441-555-0111","27.70000"
12289,"Carol White","carol18@adventure-works.com","721-555-0110","27.70000"
14721,"Sebastian Richardson","sebastian10@adventure-works.com","347-555-0164","27.70000"
8122,"Melanie Coleman","melanie21@adventure-works.com","1 (11) 500 555-0112","27.70000"
15669,"Jimmy Suarez","jimmy23@adventure-works.com","1 (11) 500 555-0189","27.70000"
17480,"Naomi Vazquez","naomi15@adventure-works.com","994-555-0111","27.70000"
15019,"Renee Gill","renee13@adventure-works.com","680-555-0146","27.70000"
3440,"Haley Gonzales","haley36@adventure-works.com","870-555-0130","27.70000"
10898,"Kaylee Hall","kaylee45@adventure-works.com","738-555-0155","27.70000"
14094,"Eduardo Watson","eduardo67@adventure-works.com","360-555-0113","27.70000"
9558,"Darrell Luo","darrell14@adventure-works.com","1 (11) 500 555-0127","27.70000"
13600,"Blake Long","blake57@adventure-works.com","1 (11) 500 555-0178","27.70000"
4260,"Terrence Shan","terrence10@adventure-works.com","1 (11) 500 555-0180","27.70000"
13554,"Miguel Powell","miguel55@adventure-works.com","512-555-0144","27.70000"
4496,"Carly Lal","carly8@adventure-works.com","1 (11) 500 555-0150","27.70000"
3236,"Maria Richardson","maria12@adventure-works.com","880-555-0163","27.70000"
3942,"Abigail Peterson","abigail19@adventure-works.com","751-555-0198","27.70000"
11122,"Roy Mehta","roy14@adventure-works.com","1 (11) 500 555-0112","27.70000"
12442,"Ashley Robinson","ashley19@adventure-works.com","794-555-0140","27.70000"
11732,"Brianna Martinez","brianna16@adventure-works.com","952-555-0159","27.70000"
11557,"Alyssa Rodriguez","alyssa20@adventure-works.com","662-555-0130","27.70000"
12494,"Sarah Lee","sarah24@adventure-works.com","623-555-0113","27.70000"
17282,"Warren Shan","warren41@adventure-works.com","1 (11) 500 555-0193","27.70000"
9308,"Grant Becker","grant22@adventure-works.com","1 (11) 500 555-0120","27.70000"
13451,"Dalton Ross","dalton49@adventure-works.com","149-555-0166","27.70000"
8049,"Terrance Chandra","terrance2@adventure-works.com","299-555-0171","27.70000"
10735,"Gerald Mehta","gerald1@adventure-works.com","1 (11) 500 555-0152","27.70000"
20425,"Peter Raje","peter19@adventure-works.com","1 (11) 500 555-0175","27.70000"
3982,"Abigail Alexander","abigail44@adventure-works.com","142-555-0123","27.70000"
10709,"Alexandra Miller","alexandra69@adventure-works.com","402-555-0180","27.70000"
18504,"Brandi Rubio","brandi20@adventure-works.com","871-555-0113","27.70000"
13909,"Lucas Wood","lucas51@adventure-works.com","826-555-0195","27.70000"
13385,"Briana Ruiz","briana2@adventure-works.com","1 (11) 500 555-0141","27.70000"
6694,"David Jai","david63@adventure-works.com","788-555-0169","27.70000"
15171,"Kendra Suarez","kendra19@adventure-works.com","1 (11) 500 555-0149","27.70000"
17153,"Mitchell Rai","mitchell15@adventure-works.com","1 (11) 500 555-0179","27.70000"
10602,"Chloe Lopez","chloe19@adventure-works.com","776-555-0191","27.70000"
17637,"James Robinson","james91@adventure-works.com","136-555-0190","27.70000"
17832,"Dana Carlson","dana11@adventure-works.com","1 (11) 500 555-0148","27.70000"
